A_IONRAD,A_MASS,A_DPM,X_IONRAD,X_MASS,X_EA,X_IE,X_En,X_AN,SOLV_DENSITY,SOLV_DIELECTRIC,SOLV_GDN,SOLV_DPM,SOLV_MV,SOLV_UMBO
0.16190302217622335,0.02717331000231764,0.011906346980666631,-0.03214589191277466,-0.008578999054593934,-0.07128694959145157,-0.03382545422117048,0.015774027799505402,-0.08948440322963457,0.009086851872427014,0.008530849372633391,0.04460147489872525,-0.01902747431288613,0.0016831873388854415,-0.058766604881173606
0.1807499302566562,0.020045701423840503,0.012662045480860291,-0.03211494874562902,-0.01285839718460892,-0.07948976341557269,-0.03889402166893253,0.02401670153356837,-0.10375974716227453,0.023477462450577247,0.0077252063140122885,0.04608288259033926,-0.029714066767642287,-0.011815873645533092,-0.05656720229331684
0.16060819605622662,0.030418511967880264,0.016690495331292292,-0.02751402244985695,-0.014131736347559778,-0.07260693011002156,-0.03438768309845348,-0.000988400084006703,-0.08164767233494288,-0.023225738186843793,-0.003821945477979585,0.034066445484577185,-0.016008860132504153,0.005191923618845962,0.0033224876799240587
0.1895529442280799,0.020294742635206045,0.014109588362362533,-0.030946428600296984,-0.014201436716610828,-0.08103642277526973,-0.040001022126129514,0.019778015269762327,-0.09989535472428789,0.020157293044951043,-0.009377014288532203,0.02868125713241066,-0.02230998320485035,-0.04606026109638899,0.014680364073354895
0.16175440323970883,0.0341721533573899,0.008191260690966188,-0.022564657294247843,-0.013015780945565039,-0.07250841398849638,-0.03758768563863857,-0.0005641462012063794,-0.0829046705537896,-0.04555419317722496,-0.013583628759378494,-0.020490218245429882,0.06144409561166485,0.01367631836304827,0.02898720731292559
0.1807776115046675,0.028149370044733175,0.013801854697552853,-0.017706483895421225,-0.017726283065182466,-0.07982285579409847,-0.04452654380214295,0.0023347008367440598,-0.09560498560288193,-0.03340095656883934,0.0018646599002036142,-0.06370435773540331,0.07737348890557842,-0.009684212293560599,0.03611839272651467
0.16677768887044261,0.03633794483200405,0.02052472967665838,-0.025543628817860518,-0.01664394687293851,-0.08076380343041946,-0.04319899703534666,0.002223276392315513,-0.08425952648040069,0.01805402344973725,0.003971210936943519,-0.0037799901242942897,-0.04126874837919111,0.008679517758902909,0.019399579257705794
0.16875135977672934,0.03834412994035912,0.01671428071733133,-0.023845263445620893,-0.018762861041368845,-0.08661149009390023,-0.04168492763959404,-0.008501399666359169,-0.08216955861901845,0.03529262931734365,-0.0037838724014207428,-0.095655227704667,0.008687965467461355,0.04543530879445497,0.012730477091494283
0.1836258669840763,0.01560212299585976,-0.004611006018513759,-0.040192084247986676,0.0023040411209344445,0.010069093147894033,0.0032179661046480654,-0.006614400278157172,0.0018722690257088632,0.011856024729178767,0.021940349234068297,0.03220342979346881,-0.030285965862245336,0.0035138604112563716,-0.05240500833089638
0.1690211466571328,0.02102148109441395,-0.009536665215329325,-0.04030179647599431,0.003733914920998723,0.012097761805250145,0.0056653842268912045,-0.0008544941628126808,0.0002982444159958311,0.005340974879792248,0.031215900507588587,0.02808143346376353,-0.023846235097132767,-0.006648160824312955,-0.05671424110072854
0.16808598854307105,0.02110979997222811,-0.0038652583935601635,-0.04127402515285077,0.003514345157956615,0.007107032730221773,0.002690645227217821,0.001285926696111734,-0.006515624521373418,-0.01250153599689242,0.001319768131917174,0.01810208620266463,-0.014964510771172577,-0.000561464272711561,0.005060301073718437
0.18052233942649634,0.01711761543246599,-0.002501526046590336,-0.039526444989562266,0.0019112065163022721,0.008283932069434055,0.001991218944393561,-0.004614977780041117,-0.0006563210676221662,0.015010156136623492,-0.01185861288794255,0.016463667120844412,-0.02189113221857661,-0.014752254164285737,0.015469486064308155
0.17775822524514015,0.022408807596915034,-0.007409122430002073,-0.03375673390433939,0.0026176019257891456,0.006207700512724892,0.0020988576082882574,-0.0012304111979209668,-0.004055706222355908,-0.008803753660533365,-0.043885585549787984,-0.03818134739637696,0.06605336379793515,-0.002468935703070878,0.02859834023704745
0.1703108166183904,0.023646927016923787,-0.0049469906499626905,-0.043789054111838636,0.003144728983100935,0.005419474746592073,0.0029999077324468545,0.00518804244166321,-0.0062416533519237755,-0.041656030589821064,-0.029530693913947748,-0.008970525106843066,0.06061295712176119,0.00020794325581676223,0.02636254905577931
0.16914311849944336,0.023130787016197495,-0.001998970498555283,-0.03591356915303858,0.003149757422253586,0.007604746111202489,0.002925007090652288,0.0004180524007157266,-0.007029374356946052,0.00846175595476221,0.015182210752253051,-0.0017802772855988191,-0.0431308443878827,-0.0019613589439166877,0.022129780654188073
0.15643694621250284,0.026700791474553724,0.002028218799328371,-0.04402885275191869,0.003024496637100282,0.009310602560062156,0.0018914134061015688,0.001437767205012366,-0.010121549193520431,0.01872785366460112,0.0011783891007747845,-0.0578258596183668,0.0042389968704278445,0.035138478912431825,0.016548560983833137
0.1852042042471445,0.012832584688806886,-0.014398415233816332,0.11427733014560194,0.020021886471547838,0.121995950131847,0.0645169377153795,-0.01956092123078357,0.16964291636193402,-0.00428988944546317,0.023413372693305554,0.03461032372191423,-0.02997870634156309,0.010631854662531673,-0.036040141583911625
0.17265282811310326,0.01494659450571466,-0.01503959655809678,0.11257719775049808,0.023860313187329493,0.12315687085013746,0.07131665704660599,-0.007987461112989671,0.16806219160464994,0.008009045679652703,0.027830408587738997,0.02140166455236016,-0.019404497887208494,-0.011420953528794995,-0.037049074022308184
0.17723076832559984,0.016820645989319684,-0.013125398684204377,0.11252452937800582,0.021937257103912054,0.12059939763306846,0.06702637468776113,-0.0070969242131667665,0.15802000134671262,0.0039712914935304475,0.0031664745293706557,0.009703231077573692,-0.015557440729345125,-0.0005298007592726087,-0.0015526744346631097
0.1896248591952274,0.01499281606253528,-0.01254067847212283,0.1120524846696069,0.01900842051030132,0.11992040215382499,0.062250231710572326,-0.01836338285186319,0.1670007957287318,0.012771316364058467,-0.009326057185163545,0.015284284674303676,-0.02321215870191439,0.0009596126535773904,0.011251125038692337
0.1840159344711283,0.021136255298937992,-0.011256991912895625,0.0978821147967595,0.02334009092605592,0.11753302769440718,0.07053131796945797,-0.0018302290460874004,0.16944851953502396,-0.004350566997044077,-0.05144782457603825,-0.03859873933774052,0.06891440666914478,0.0014830778107445437,0.01884430126488411
0.18378486194951554,0.01947296891887347,-0.012732963508872723,0.11423468762585245,0.01724365923210857,0.12026626726748155,0.06470243317309347,-0.01520394621282525,0.16227023965189272,-0.03614418095379718,-0.02574875231005687,-0.001727065278851008,0.06300246076830492,0.0015083251808304353,0.01621506200872548
0.17339406909581984,0.01770475243018793,-0.012354754802066575,0.10127969367449631,0.027140150575906442,0.12330971640387647,0.07541287981725234,0.0005535173875526531,0.1612679589810915,0.013046360006309184,0.012764290910917494,-0.005076285484635351,-0.043851087778142034,-0.001630435567973175,0.020217667133916026
0.17669529921274324,0.024642486891297312,-0.003184960302836477,0.115981697737641,0.019454184553040287,0.11615055544722752,0.056998597996179026,-0.0069797311514366535,0.14623271980104238,0.016358581157890476,0.0045665468091881985,-0.03755573604473138,0.010155899124228094,0.021395598626832005,0.012452471462603103
0.038385216304975225,0.02675809813619428,-0.004247924547297046,-0.03486472029519711,-0.014338725258203467,-0.07640397224751293,-0.03909285086828418,0.006142609639363009,-0.09682295635442142,0.013420118465888963,0.015108195703187501,0.046575842580323996,-0.02721851996543382,-0.011131485683615402,-0.05102866143263398
0.029859708260643825,0.033757887934641496,-0.0017398529258833301,-0.03313584336326221,-0.02538046739185595,-0.07406633684021491,-0.04388354140503226,-0.025231773872469006,-0.08063512194559583,0.0018915428623750615,0.023821394742864946,0.04551521069344688,-0.022199726051516176,0.001948528052878165,-0.079596495788291
0.04293094888748099,0.03134988027170657,-0.003898070985109436,-0.031929877322639987,-0.015678699465154218,-0.07740306540656794,-0.04018382010266188,0.0009705992284012796,-0.09204484703245921,0.014884102024587093,-0.010266886550107273,0.030516426411105267,-0.021987463346192285,-0.03727937560718779,0.015509261133542701
0.04010549477658379,0.03880152080361169,-0.005898927174722475,-0.023361712940417723,-0.028444526238478336,-0.07592298842847717,-0.041514945840048584,-0.02749789043288431,-0.07038272613418008,0.0020976899429065096,-0.0002366710329362691,0.03217555851014503,-0.016901338929916458,-0.004571918683369497,-0.0017802058443012045
0.03842264093282474,0.04504037180899643,-0.00427578399295483,-0.020915023338695382,-0.023511224686466853,-0.07545458733601199,-0.043752322945201344,-0.017270289903701355,-0.07730088615927633,-0.03061563072302593,-0.02596109729946062,-0.024362644537305887,0.041736725692142145,0.013475179625197287,0.033446117862991086
0.0411418462060176,0.04385696235141132,-0.0020105446011071506,-0.01779625525474683,-0.018954235049426754,-0.0743440282053685,-0.042700185832609136,-0.013693806558285004,-0.08445613385076986,-0.021209887507392833,-0.023169434738332682,-0.06021804373399847,0.07844663116962852,-0.006046527227644305,0.03687041610416982
0.04062071403738843,0.04329354289737127,-0.006881811839172952,-0.025126235607270113,-0.02310607642976359,-0.07922310181866546,-0.03880754186290966,-0.021409584003361057,-0.06860503410931773,0.005130341943502748,0.007767701070519526,-0.00896055036414046,-0.03673962897146964,-0.002039435896231479,0.03114507464316755
0.033465332175740936,0.048861794467553586,-0.0008185991297747219,-0.01891718110959289,-0.022236657618824027,-0.08059017104958782,-0.04265653709779726,-0.024499061333575954,-0.066921349551543,0.012549214420056475,-0.005928746426118197,-0.11228170912561447,0.01062661965084017,0.06574235583040108,0.017006801467678703
0.048695219311434085,0.023246562589955354,0.024484991957413833,0.1327332029363983,0.02068875752879982,0.13136341268451657,0.06587332050379464,-0.0304445260384752,0.185255929978604,-0.0021627950185259346,0.02823628402155562,0.03818871081042131,-0.03306851286971589,0.005239070627735416,-0.041735723336557784
0.04851772384906884,0.02534379589898581,0.025896953577111553,0.1286351301776305,0.020146162611180362,0.1281083136289896,0.06738180608504152,-0.023896303969325787,0.17724399822058223,0.008650401265725919,0.0397542140739306,0.025500818600809654,-0.022352357213915854,-0.006274090587996883,-0.04406709702339533
0.04820933358120563,0.025682202384608138,0.023437154094524237,0.12915155734356062,0.020214308892847338,0.1309233428152909,0.06643076452372301,-0.029365564073513914,0.18296029417354479,0.014270375067186862,-0.011989100270847422,0.01718063915899922,-0.026235437259370716,-0.006892929979349423,0.010305020273399905
0.04734577201448606,0.0271384569083764,0.023612291462260168,0.13465160901685985,0.020736248013225822,0.12972647234695905,0.065133706078494,-0.02357291845999311,0.17132872162300045,0.0030433315212154612,0.004545102027306345,0.013634450018921915,-0.01679677553571668,-0.0020190287055980184,-0.0010266155282047384
0.04794550187137424,0.030297188900371405,0.02331024274453493,0.1342629855408525,0.019229731038800702,0.1307271518431822,0.06783293701524201,-0.027295244157976115,0.17599313521031204,-0.04425740287367168,-0.03212143663116075,-0.0026822328997983804,0.0678307095652762,0.004806552836134528,0.01921250639915894
0.04610207154659832,0.028984427193822777,0.023671580310817515,0.11854358912512936,0.023138962338672513,0.1265109881499272,0.07064269637485326,-0.012381306872649597,0.18229597889258567,-0.006555370940734266,-0.05388329476088294,-0.0352166319259538,0.0748380928148584,0.002527210506105739,0.023554710583567395
0.04934190473739131,0.02713855131437931,0.02269102340204631,0.11819129118776922,0.02617585233308941,0.13693093795260414,0.07124336824245595,-0.015961087024218903,0.17685223667345645,0.015025646137134838,0.01750908477334975,-0.004318281265091251,-0.0475714932656282,-0.0010966025619875332,0.02551600412892943
0.05257668871513263,0.02892018732473154,0.021234869675328595,0.1183948504976679,0.025551788429260675,0.13873229888087152,0.07093718529751153,-0.011706699448521821,0.16765779300524786,0.005665473514877421,0.0035055027972355456,-0.043231688563862225,0.00983795587822852,0.023017246555939397,0.01367437662012383
0.028993026937992217,0.023246166235942674,0.02189147749779336,-0.0488926322982174,0.004062734404868243,0.002842925761840691,0.0009938783311285015,0.010613840402108898,-0.013082712624102566,0.005896882312750937,0.03376718102065902,0.02898176673249505,-0.021128359374112546,-0.008480084702354373,-0.05655856842773536
0.03508189449111414,0.019709225238945693,0.015299921467240915,-0.04448743556285455,0.0038073294192745456,0.006660223900517967,0.0032476797372828718,0.004228569402581041,-0.004252673284315842,-0.003011054102496526,0.02311152114368569,0.032182152655617816,-0.02981105864399343,0.004760955559541128,-0.0455367116329373
0.03230264613047884,0.026975488164607632,0.014601877862864498,-0.04973499614299528,0.005553502148076626,0.0043372599843514,0.0011186011983929794,0.011763682409040407,-0.013082494074863409,0.0010770676590906789,0.0028820623280747994,0.0168136194240724,-0.017546633216954106,-0.00640792683771901,-0.0010801472075573759
0.03542525087329153,0.023748903267207272,0.01338054010500827,-0.04602397333250595,0.0041355300094404485,0.007872876643469823,0.004747330261048772,0.004107606211566904,-0.00451412565459854,0.009247649730320304,-0.013619504560732347,0.019189387470807943,-0.02507918926835959,-0.014623065451314525,0.010830711668148224
0.030878871966108237,0.030105353088093152,0.0163210498582479,-0.050107458372085176,0.004719668986054092,0.0028800906601224134,0.0029175646575585502,0.009816057158993145,-0.011558934214575642,-0.03728295400567027,-0.03265777868096954,-0.008610290666441167,0.0567592123529267,0.0011230700264225173,0.0241079516515594
0.029603613163098674,0.030043133582960478,0.021291677675960127,-0.039897536056551726,0.005233950581776529,0.006408384452676719,0.004994534674502655,0.010795715901514069,-0.007427319287317583,-0.006515911660464115,-0.051535064125983146,-0.03490517807730319,0.0661651287026987,-0.0019997801737299337,0.02867638210864791
0.03511759368571918,0.02679616939882462,0.012887641221682473,-0.04194790062515437,0.006413318273709476,0.00492090267809411,0.0014934920979399711,0.014472781117199098,-0.01660957062143823,0.00887394582314555,0.012398286894230132,-0.008403799481401344,-0.04125195440229188,-0.006393215594217974,0.024043404056442598
0.03368966784176389,0.03122703404510916,0.0025124285905167958,-0.04364369250752483,0.004848996876324672,0.0042680838785783375,0.001825597591108452,0.012578495893970972,-0.014835048402668485,0.004718600961546351,-0.0012247679722946214,-0.06749931779726467,0.0055672987096514834,0.04096837348649646,0.01802427767622901
0.031029876049763247,0.029105379214158844,0.014862711327462984,-0.045644694992402604,-0.007061688409639887,-0.03814668222020966,-0.023313803207522073,0.0029943482189532748,-0.04767578544802559,0.004959510601698957,0.03747674746478437,0.044405294390990224,-0.024915159736417294,-0.001582894897842052,-0.06666492344476266
0.03686431181456461,0.02816451131934343,0.0062901171796375475,-0.03826628557801901,-0.008562890425183716,-0.03964803741839355,-0.024296669428234555,0.0028493960325694737,-0.048306690623131296,0.008434833501350937,0.024649279150744212,0.04582060918303233,-0.03405434334958895,-0.004094015989131301,-0.054128321031104355
0.03277481878114506,0.029063974584345786,0.013448446880383096,-0.0446401012556026,-0.006764136535411555,-0.039749479226027576,-0.02440244003930856,0.004915266312042801,-0.04979906762444488,0.01244077236422271,-0.011625507630092647,0.031183041121619196,-0.02494545550309789,-0.028675038187243623,0.014658360518712873
0.03440624082799651,0.03183696391336502,0.007215823100080784,-0.04997246819530969,-0.005380240813108842,-0.03833605159676111,-0.022297643656898097,0.005356725865452713,-0.04884324086095503,-0.005424142882249604,0.0038319910207782176,0.033335112352646315,-0.02117863406036001,-0.005381320700490994,-0.0017700166331337539
0.034488074446076544,0.03602643927077948,0.017678775365223814,-0.05225437179057015,-0.005418498141368527,-0.0393697049898654,-0.022785706659796578,0.006778191467443757,-0.051462579117758554,-0.034737798506927306,-0.029753421785243744,-0.014469095288165649,0.05956862038247599,0.0015068293468068449,0.030960428909924363
0.04004297004136012,0.03576329086009739,-0.0067912272933646255,-0.03811762050692118,-0.008549300191047096,-0.03795371795741774,-0.023955342435819087,0.0024324803546838837,-0.04751463844507778,0.00824799721762227,0.017381578754030316,-0.01588650152619818,-0.037152325187737874,0.0008438692597275334,0.027541019223495555
0.030148199095900496,0.036152851932335354,0.02361818975478492,-0.05078420057918863,-0.006353067351936777,-0.03727797809918389,-0.02259573578666116,0.004512730453373101,-0.04985102862236588,-0.007386955694698936,-0.04365599699018512,-0.05478389315600059,0.09015892013403981,-0.008577532166020281,0.03094795443705463
0.03490883022927729,0.04128220184175844,-0.0043722033199300216,-0.05217863988154168,-0.006720816671882061,-0.035046254001866645,-0.019765322055654996,0.0029999581794053105,-0.04406106691586338,0.009464415298005405,-0.0033987935541247884,-0.08572071082067845,0.009014098304389696,0.051094653918705726,0.019124840423307754
